TotalRelatorio,Codigo,Descricao_Produto,Categoria,Quantidade,Preco,Atributos,Deposito,Marca,ValorTotal,NCM,Unidade
"R$ 35.167.575,97",M2661-1,ESFIHA DE CARNE MINI 500 G,Açougue,"11,00","R$ 35,90",,Loja,A CASA DO SALGADO,"R$ 394,90",19022000,UN
"R$ 35.167.575,97",M2673-1,ESFIRRA DE CARNE 500G,Açougue,"-10,00","R$ 36,90",,Loja,A CASA DO SALGADO,"-R$ 369,00",19022000,UN
"R$ 35.167.575,97",M1577-1,ESPETINHO DE QUEIJO COALHI COM GOIABADA,Açougue,"-13,00","R$ 49,90",,Loja,EMPORIO CAIPIRA,"-R$ 648,70",21069090,UN
"R$ 35.167.575,97",000022,ESPETO BOVINO,Açougue,"-251,07","R$ 55,00",,Loja,.,"-R$ 13.808,85",16025000,KG
"R$ 35.167.575,97",000023,ESPETO DE CAFTA,Açougue,"-77,72","R$ 46,90",,Loja,.,"-R$ 3.645,07",16025000,KG
"R$ 35.167.575,97",000024,ESPETO DE CORACAO,Açougue,"-33,70","R$ 55,00",,Loja,.,"-R$ 1.853,50",16023210,KG
"R$ 35.167.575,97",000094,ESPETO DE FRANGO,Açougue,"-139,60","R$ 39,90",,Loja,.,"-R$ 5.570,04",16023210,KG
"R$ 35.167.575,97",000062,ESPETO DE LINGUICA,Açougue,"-131,75","R$ 45,00",,Loja,.,"-R$ 5.928,75",16010000,KG
"R$ 35.167.575,97",003132,ESPETO DE LINGUICA DE FRANGO,Açougue,"0,00","R$ 39,90",,Loja,.,"R$ 0,00",16010000,KG
"R$ 35.167.575,97",000123,ESPETO DE PANCETA,Açougue,"-22,32","R$ 39,90",,Loja,.,"-R$ 890,57",02032900,KG
"R$ 35.167.575,97",000127,ESPETO DE PERNIL,Açougue,"-2,18","R$ 35,00",,Loja,.,"-R$ 76,30",16010000,KG
"R$ 35.167.575,97",003131,ESPETO LINGUICA DE FRANGO,Açougue,"0,00","R$ 39,90",,Loja,.,"R$ 0,00",16010000,KG
"R$ 35.167.575,97",M2645-1,FIGADO,Açougue,"72,00","R$ 16,95",,Loja,COWPIG,"R$ 1.220,40",02062200,UN
"R$ 35.167.575,97",M1428-1,FIGADO BANDEIJA,Açougue,"-5,00","R$ 9,90",,Loja,COPACOL,"-R$ 49,50",02071431,UN
"R$ 35.167.575,97",000025,FIGADO BOVINO,Açougue,"-519,72","R$ 19,90",,Loja,.,"-R$ 10.342,43",02062200,KG
"R$ 35.167.575,97",M2214-1,FIGADO BOVINO,Açougue,"219,00","R$ 19,90",,Loja,O REIZAO,"R$ 4.358,10",02062200,UN
"R$ 35.167.575,97",M2471-1,FIGADO BOVINO JBS,Açougue,"286,00","R$ 17,69",,Loja,O REIZAO,"R$ 5.057,91",02062200,UN
"R$ 35.167.575,97",M2335-1,FIGADO CONGELADO,Açougue,"26,00","R$ 21,29",,Loja,FUTURA,"R$ 553,41",02062200,UN
"R$ 35.167.575,97",M44-1,FIGADO CONGELADO,Açougue,"0,00","R$ 16,34",,Loja,FUTURA GERAÇAO ,"R$ 0,00",02062200,KG
"R$ 35.167.575,97",M2348-1,FIGADO CONGELADO,Açougue,"20,00","R$ 6,02",,Loja,SANTA CECILIA,"R$ 120,30",02071431,UN
"R$ 35.167.575,97",000095,FIGADO DE FRANGO,Açougue,"-51,28","R$ 7,50",,Loja,.,"-R$ 384,60",02071431,KG
"R$ 35.167.575,97",000026,FILE COSTELA BOV ANCHO BASSI,Açougue,"-2,70","R$ 79,90",,Loja,SADIA,"-R$ 215,73",02013000,KG
"R$ 35.167.575,97",000096,FILE COXA TEMPERADO,Açougue,"-352,90","R$ 21,90",,Loja,.,"-R$ 7.728,51",02071300,KG
"R$ 35.167.575,97",M2340-1,FILE DE COSTELA,Açougue,"63,00","R$ 75,75",,Loja,JA,"R$ 4.772,25",02013000,UN
"R$ 35.167.575,97",M1352-1,FILE DE COXA SOBRECOXA,Açougue,"-1,00","R$ 19,90",,Loja,ALLIZ,"-R$ 19,90",02071423,UN
"R$ 35.167.575,97",000097,FILE DE FRANGO,Açougue,"-1265,05","R$ 23,90",,Loja,.,"-R$ 30.234,70",02071411,KG
"R$ 35.167.575,97",M2551-1,FILE DE FRANGO SEM OSSO,Açougue,"5,00","R$ 23,90",,Loja,ADORO,"R$ 119,50",02071300,UN
"R$ 35.167.575,97",000098,FILE DE FRANGO TEMPERADO,Açougue,"-432,53","R$ 26,90",,Loja,.,"-R$ 11.635,06",02071411,KG
"R$ 35.167.575,97",000160,FILE DE MERLUZA,Açougue,"-140,84","R$ 36,90",,Loja,.,"-R$ 5.197,00",16010000,KG
"R$ 35.167.575,97",M1304-1,FILE DE MERLUZA PLANATO 800G,Açougue,"0,00","R$ 39,99",,Loja,PLANALTO,"R$ 0,00",16010000,UN
"R$ 35.167.575,97",M2521-1,FILE DE PEITO,Açougue,"20,00","R$ 23,90",,Loja,ADORO,"R$ 478,00",02071422,UN
"R$ 35.167.575,97",M691-1,FILE DE PEITO,Açougue,"0,00","R$ 22,49",,Loja,PIONEIRO,"R$ 0,00",02071411,UN
"R$ 35.167.575,97",M2817-1,FILE DE PEITO,Açougue,"5,00","R$ 23,90",,Loja,SEM LIMITE,"R$ 119,50",02071411,UN
"R$ 35.167.575,97",M2552-1,FILE DE PEITO SEM OSSO,Açougue,"26,00","R$ 23,90",,Loja,ADORO,"R$ 621,40",02071422,UN
"R$ 35.167.575,97",M1275-1,FILE DE SOBRECOXA,Açougue,"119,00","R$ 19,90",,Loja,SANTA CECILIA,"R$ 2.368,10",02071423,UN
"R$ 35.167.575,97",M968-1,FILE DE TILAPIA  AURORA 800G,Açougue,"-3,00","R$ 49,90",,Loja,AURORA,"-R$ 149,70",03046100,UN
"R$ 35.167.575,97",M1677-1,FILE DE TILAPIA 800G,Açougue,"-9,00","R$ 46,90",,Loja,CANÇÃO,"-R$ 422,10",03046100,UN
"R$ 35.167.575,97",M935-1,FILE DE TILAPIA AURORA,Açougue,"-14,00","R$ 49,90",,Loja,AURORA,"-R$ 698,60",16010000,UN
"R$ 35.167.575,97",009999,FILE DE TILAPIA SEM PELE,Açougue,"-33,38","R$ 54,90",,Loja,.,"-R$ 1.832,56",03046100,KG
"R$ 35.167.575,97",000099,FILE EMPANADO,Açougue,"-331,32","R$ 27,90",,Loja,.,"-R$ 9.243,83",16023220,KG
"R$ 35.167.575,97",M2496-1,FILE FRANGO,Açougue,"1,00","R$ 15,00",,Loja,MBRF,"R$ 15,00",02071422,UN
"R$ 35.167.575,97",000027,FILE MIGNON,Açougue,"-26,12","R$ 110,00",,Loja,.,"-R$ 2.873,20",02013000,KG
"R$ 35.167.575,97",M1818-1,FILE MIGNON,Açougue,"12,00","R$ 115,50",,Loja,FRIGORAÇA,"R$ 1.386,00",02013000,UN
"R$ 35.167.575,97",000100,FILE SOBRECOXA,Açougue,"-111,60","R$ 19,90",,Loja,.,"-R$ 2.220,84",02071300,KG
"R$ 35.167.575,97",M2412-1,FILEZINHO DE FRANGO EMPANADO 1KG,Açougue,"-11,00","R$ 32,90",,Loja,BAITA,"-R$ 361,90",16023230,UN
"R$ 35.167.575,97",M64-1,FILEZINHO DE FRANGO EMPANADO CONGELADO,Açougue,"-4,04","R$ 28,90",,Loja,CT,"-R$ 116,76",16023220,KG
"R$ 35.167.575,97",M1383-1,FILEZINHO SASSAMI,Açougue,"0,00","R$ 23,90",,Loja,SADIA,"R$ 0,00",02071411,UN
"R$ 35.167.575,97",M2339-1,FRALDA,Açougue,"269,00","R$ 63,60",,Loja,JA,"R$ 17.108,40",02013000,UN
"R$ 35.167.575,97",00047,FRALDA (GRILL)..,Açougue,"98,00","R$ 55,35",,Loja,.,"R$ 5.424,30",02013000,UN
"R$ 35.167.575,97",M2396-1,FRALDA BOVINO RESFRIADO,Açougue,"26,00","R$ 55,90",,Loja,FUTURA GERAÇAO ,"R$ 1.453,40",02013000,UN
"R$ 35.167.575,97",M2122-1,FRALDA MONTANA PERDIGAO,Açougue,"4,00","R$ 48,90",,Loja,SADIA,"R$ 195,60",02013000,UN
"R$ 35.167.575,97",M2103-1,FRALDA RESF,Açougue,"96,00","R$ 54,00",,Loja,FRIGORAÇA,"R$ 5.184,00",02013000,UN
"R$ 35.167.575,97",000028,FRALDINHA,Açougue,"-1009,60","R$ 59,99",,Loja,.,"-R$ 60.565,90",02013000,KG
"R$ 35.167.575,97",M2803-1,FRALDINHA,Açougue,"29,00","R$ 52,49",,Loja,BOI BRASIL ,"R$ 1.522,07",02013000,UN
"R$ 35.167.575,97",M2657-1,FRALDINHA,Açougue,"0,00","R$ 56,90",,Loja,GRANCARNES ,"R$ 0,00",02013000,UN
"R$ 35.167.575,97",000047,FRALDINHA (GRILL),Açougue,"-16,92","R$ 66,90",,Loja,.,"-R$ 1.131,95",02013000,KG
"R$ 35.167.575,97",M2212-1,FRALDINHA BOVINA,Açougue,"50,00","R$ 49,90",,Loja,GOLDEN,"R$ 2.495,00",02013000,UN
"R$ 35.167.575,97",M692-1,FRANGO,Açougue,"0,00","R$ 9,90",,Loja,FLAMBOIA,"R$ 0,00",02071411,KG
"R$ 35.167.575,97",000101,FRANGO A PASSARINHO,Açougue,"-11,35","R$ 10,90",,Loja,.,"-R$ 123,72",02071210,KG
"R$ 35.167.575,97",000102,FRANGO A PASSARINHO TEMPERADO,Açougue,"-831,43","R$ 13,90",,Loja,.,"-R$ 11.556,88",02071210,KG
"R$ 35.167.575,97",7891164018696,FRANGO COZIDO DESFIADO 360G,Açougue,"0,00","R$ 17,90",,Loja,AURORA,"R$ 0,00",16023220,UN
"R$ 35.167.575,97",000103,FRANGO INTEIRO,Açougue,"-1089,54","R$ 10,90",,Loja,.,"-R$ 11.875,99",02071100,KG
"R$ 35.167.575,97",M2520-1,FRANGO INTEIRO,Açougue,"5,00","R$ 10,90",,Loja,ADORO,"R$ 54,50",02071100,UN
"R$ 35.167.575,97",M2606-1,FRANGO INTEIRO,Açougue,"12,00","R$ 10,90",,Loja,ADORO,"R$ 130,80",02071100,UN
"R$ 35.167.575,97",M2554-1,FRANGO INTEIRO,Açougue,"3,00","R$ 10,90",,Loja,ADORO,"R$ 32,70",02071210,UN
"R$ 35.167.575,97",M48-1,FRANGO INTEIRO,Açougue,"0,00","R$ 12,74",,Loja,FUTURA GERAÇAO ,"R$ 0,00",02071210,KG
"R$ 35.167.575,97",M1276-1,FRANGO INTEIRO,Açougue,"60,00","R$ 10,90",,Loja,SANTA CECILIA,"R$ 654,00",02071210,UN
"R$ 35.167.575,97",M1354-1,FRANGO RESFRIADO,Açougue,"0,00","R$ 10,90",,Loja,ALLIZ,"R$ 0,00",02071100,UN
"R$ 35.167.575,97",M2605-1,FRANGO RESFRIADO,Açougue,"60,00","R$ 9,45",,Loja,GTF,"R$ 567,00",02071100,UN
"R$ 35.167.575,97",M1837-1,FRANGO RESFRIADO,Açougue,"74,00","R$ 9,60",,Loja,Holambra,"R$ 710,40",02071100,UN
"R$ 35.167.575,97",M667-1,FRANGO RESFRIADO COM MIUDOS,Açougue,"0,00","R$ 11,55",,Loja,.,"R$ 0,00",02071100,UN
"R$ 35.167.575,97",M655-1,FRIO DE FILE MIGNON COZ,Açougue,"0,00","R$ 29,90",,Loja,SADIA,"R$ 0,00",16024900,KG
"R$ 35.167.575,97",7897200607855,FUT CHICKEN 1KG,Açougue,"-21,00","R$ 19,90",,Loja,CANÇÃO,"-R$ 417,90",16023230,UN
"R$ 35.167.575,97",M1446-1,HAMBURGUE DE FRANGO,Açougue,"-14,00","R$ 22,90",,Loja,SADIA,"-R$ 320,60",16023230,UN
"R$ 35.167.575,97",008080,HAMBURGUE STEAK HOUSE,Açougue,"-74,00","R$ 9,20",,Loja,STEAK HOUSE,"-R$ 680,80",16023210,UN
"R$ 35.167.575,97",7893000387096,HAMBURGUER BOVINO SADIA,Açougue,"-46,00","R$ 26,90",,Loja,SADIA,"-R$ 1.237,40",16023210,UN
"R$ 35.167.575,97",7891515554224,HAMBURGUER CARNE DE AVES E BOVINA 56GR,Açougue,"-6,00","R$ 2,00",,Loja,SADIA,"-R$ 12,00",16023230,UN
"R$ 35.167.575,97",M1905-1,HAMBURGUER DE BOVINO  175/185g,Açougue,"14,00","R$ 9,50",,Loja,WINSTON,"R$ 133,00",02023000,UN
"R$ 35.167.575,97",M2819-1,HAMBURGUER DE CARNE BOVINA,Açougue,"-3,00","R$ 23,90",,Loja,AURORA,"-R$ 71,70",16025000,UN
"R$ 35.167.575,97",7891164020286,HAMBURGUER SABOR CHURRASCO 12 UNIDADES,Açougue,"-2,00","R$ 22,90",,Loja,AURORA,"-R$ 45,80",16023210,UN
"R$ 35.167.575,97",7894904002450,HAMBURGUER TEXAS 12 UNIDADES,Açougue,"-18,00","R$ 22,90",,Loja,TEXAS SEARA ,"-R$ 412,20",16023210,UN
"R$ 35.167.575,97",7893000043213,HOT POCKET CHEDDAR E BACON 145G,Açougue,"-32,00","R$ 9,60",,Loja,SADIA,"-R$ 307,20",16025000,UN
"R$ 35.167.575,97",000128,JOELHO SUINO,Açougue,"-189,01","R$ 16,90",,Loja,.,"-R$ 3.194,27",02101100,KG
"R$ 35.167.575,97",M2736-1,JOELHO SUINO,Açougue,"41,00","R$ 11,99",,Loja,ESTRELA,"R$ 491,39",02031200,UN
"R$ 35.167.575,97",M1469-1,KAFTA BOVINA 500G,Açougue,"0,00","R$ 23,99",,Loja,COMPADRE,"R$ 0,00",16025000,UN
"R$ 35.167.575,97",M1472-1,KAFTA BOVINA COSTELA COM BACON 500G,Açougue,"0,00","R$ 23,99",,Loja,COMPADRE,"R$ 0,00",16025000,UN
"R$ 35.167.575,97",M1470-1,KAFTA BOVINA GOURMET RECHEADA 500 G,Açougue,"0,00","R$ 23,99",,Loja,COMPADRE,"R$ 0,00",16025000,UN
"R$ 35.167.575,97",M1471-1,KAFTA DE COSTELA GOURMET 500G,Açougue,"0,00","R$ 23,99",,Loja,COMPADRE,"R$ 0,00",16025000,UN
"R$ 35.167.575,97",618341078307,KAFTA DE MANDIOCA RECHEADA COM MUSSARELA,Açougue,"-6,00","R$ 36,50",,Loja,EMPORIO CAIPIRA,"-R$ 219,00",21069090,UN
"R$ 35.167.575,97",M1474-1,KIBE TRADICIONAL 500 GR,Açougue,"0,00","R$ 22,90",,Loja,.,"R$ 0,00",16025000,UN
"R$ 35.167.575,97",M1459-1,KIBE TRADICIONAL 500 GR,Açougue,"0,00","R$ 25,00",,Loja,.,"R$ 0,00",16025000,UN
"R$ 35.167.575,97",M457-1,KIT FEIJOADA,Açougue,"-75,00","R$ 43,90",,Loja,.,"-R$ 3.292,50",16024900,UN
"R$ 35.167.575,97",000029,LAGARTO,Açougue,"-45,89","R$ 44,90",,Loja,.,"-R$ 2.060,46",02013000,KG
"R$ 35.167.575,97",M2500-1,LAGARTO BOVINO RESFRIADO,Açougue,"177,00","R$ 49,90",,Loja,FUTURA,"R$ 8.832,30",02013000,UN
"R$ 35.167.575,97",7891164026530,LASANHA BOLONHESA  600G,Açougue,"0,00","R$ 17,90",,Loja,AURORA,"R$ 0,00",19022000,UN
"R$ 35.167.575,97",7891515475703,LASANHA BOLONHESA 600G,Açougue,"-230,00","R$ 9,99",,Loja,SADIA,"-R$ 2.297,70",19022000,UN
"R$ 35.167.575,97",M707-1,LASANHA DE PRESUNTO E QUEIJO AO SUGO 600G,Açougue,"0,00","R$ 17,90",,Loja,AURORA,"R$ 0,00",19022000,UN
"R$ 35.167.575,97",7891515475697,LASANHA PRESUNTO E QJO AO SUGO 600G,Açougue,"0,00","R$ 19,90",,Loja,SADIA,"R$ 0,00",19022000,UN
"R$ 35.167.575,97",7891515476212,LASANHA PTO DE PERU DEFUMADO 600G,Açougue,"0,00","R$ 19,90",,Loja,SADIA,"R$ 0,00",19022000,UN
"R$ 35.167.575,97",000063,LINGUICA AURORA,Açougue,"-597,10","R$ 29,99",,Loja,AURORA,"-R$ 17.907,03",16010000,KG
"R$ 35.167.575,97",M2509-1,LINGUICA CALABRESA APIMENTADA,Açougue,"140,00","R$ 38,90",,Loja,CATABY,"R$ 5.446,00",16010000,UN
"R$ 35.167.575,97",7891164004828,LINGUICA CALABRESA AURORA 700G,Açougue,"0,00","R$ 24,90",,Loja,AURORA,"R$ 0,00",16010000,UN
"R$ 35.167.575,97",000064,LINGUICA CAMBUI,Açougue,"-217,49","R$ 19,90",,Loja,.,"-R$ 4.328,05",16010000,KG
"R$ 35.167.575,97",M49-1,LINGUIÇA CARNE MISTA CAMBUI,Açougue,"177,46","R$ 19,90",,Loja,ALTA DISTRIBUIDORA DE AVES ,"R$ 3.531,45",16010000,KG
"R$ 35.167.575,97",7891164014773,LINGUICA CARNE SUINA RECHEADA COM QUEIJO COALHO 500G,Açougue,"-1,00","R$ 25,90",,Loja,AURORA,"-R$ 25,90",16010000,UN
"R$ 35.167.575,97",M2693-1,LINGUICA CHURRASCO GRILL,Açougue,"200,00","R$ 18,90",,Loja,FRIELLA,"R$ 3.780,00",16010000,UN
"R$ 35.167.575,97",000065,LINGUICA COSTELA DA CASA,Açougue,"-197,22","R$ 32,90",,Loja,.,"-R$ 6.488,54",16010000,KG
"R$ 35.167.575,97",M1768-1,LINGUICA CUIABA BOVINA 600G,Açougue,"-14,00","R$ 23,99",,Loja,FRIGO ESPANHA ,"-R$ 335,86",16010000,UN
"R$ 35.167.575,97",M1769-1,LINGUIÇA CUIABANA SUINA 600G,Açougue,"-4,00","R$ 22,99",,Loja,FRIGO ESPANHA ,"-R$ 91,96",16010000,UN
"R$ 35.167.575,97",7891164018436,LINGUICA DE FRANGO COM BACON 500G,Açougue,"0,00","R$ 24,90",,Loja,AURORA,"R$ 0,00",16010000,UN
"R$ 35.167.575,97",M2548-1,LINGUICA DE FRANGO FINA,Açougue,"90,00","R$ 39,90",,Loja,CATABY,"R$ 3.591,00",16010000,UN
"R$ 35.167.575,97",M1477-1,LINGUICA DE LOMBO COM PROVOLONE 800GR,Açougue,"0,00","R$ 32,99",,Loja,COMPADRE,"R$ 0,00",16010000,UN
"R$ 35.167.575,97",000084,LINGUICA DE PERNIL APIMENTADA,Açougue,"0,00","R$ 39,90",,Loja,.,"R$ 0,00",16010000,KG
"R$ 35.167.575,97",M2510-1,LINGUICA DE PERNIL SUINO,Açougue,"290,00","R$ 38,90",,Loja,CATABY,"R$ 11.281,00",16010000,UN
"R$ 35.167.575,97",M1479-1,LINGUICA DE PERNIL SUINO PCT 800 GR,Açougue,"0,00","R$ 22,99",,Loja,.,"R$ 0,00",16010000,UN
"R$ 35.167.575,97",M1464-1,LINGUICA DE PERNIL SUINO PCT 800 GR,Açougue,"-1,00","R$ 22,99",,Loja,.,"-R$ 22,99",16010000,UN
"R$ 35.167.575,97",000066,LINGUICA FINA APIMENTADA,Açougue,"-346,85","R$ 39,90",,Loja,.,"-R$ 13.839,32",16010000,KG
"R$ 35.167.575,97",000067,LINGUICA FINA DE FRANGO,Açougue,"-261,32","R$ 39,90",,Loja,.,"-R$ 10.426,67",16010000,KG
"R$ 35.167.575,97",M1828-1,LINGUICA FINA DE FRANGO,Açougue,"24,00","R$ 35,90",,Loja,ALTA DISTRIBUIDORA DE AVES ,"R$ 861,60",16010000,UN
"R$ 35.167.575,97",M1829-1,LINGUICA FINA DE PERNIL,Açougue,"36,00","R$ 35,90",,Loja,ALTA DISTRIBUIDORA DE AVES ,"R$ 1.292,40",16010000,UN
"R$ 35.167.575,97",000068,LINGUICA FINA PERNIL,Açougue,"-709,19","R$ 39,90",,Loja,.,"-R$ 28.296,68",16010000,KG
"R$ 35.167.575,97",M1478-1,LINGUICA MISTA COM CEBOLA APIMENTADA 800G,Açougue,"-1,00","R$ 22,99",,Loja,COMPADRE,"-R$ 22,99",16010000,UN
"R$ 35.167.575,97",M1123-1,LINGUIÇA PAIO SADIA 370G,Açougue,"0,00","R$ 11,00",,Loja,SADIA,"R$ 0,00",16010000,UN
"R$ 35.167.575,97",000070,LINGUICA PARA CHURRASCO,Açougue,"-135,05","R$ 19,90",,Loja,SUINCO,"-R$ 2.687,50",16010000,KG
"R$ 35.167.575,97",000069,LINGUICA PERDIGAO,Açougue,"-96,15","R$ 24,90",,Loja,.,"-R$ 2.394,14",16010000,KG
"R$ 35.167.575,97",000071,LINGUICA PERDIGAO NA BRASA,Açougue,"-368,25","R$ 26,90",,Loja,.,"-R$ 9.905,93",16010000,KG
"R$ 35.167.575,97",000072,LINGUICA PURA SUINA,Açougue,"-138,39","R$ 25,90",,Loja,.,"-R$ 3.584,30",16010000,KG
"R$ 35.167.575,97",000085,LINGUICA SADIA DE FRANGO,Açougue,"0,00","R$ 24,90",,Loja,SADIA,"R$ 0,00",16010000,UN
"R$ 35.167.575,97",000074,LINGUICA SECA,Açougue,"-204,30","R$ 39,90",,Loja,.,"-R$ 8.151,57",16010000,KG
"R$ 35.167.575,97",M539-1,LINGUICA SUINCO,Açougue,"-2,86","R$ 19,90",,Loja,.,"-R$ 56,91",16010000,KG
"R$ 35.167.575,97",M2690-1,"LINGUIÇA TIPO CALABRESA 2,5 KG",Açougue,"3,00","R$ 25,90",,Loja,SEARA,"R$ 77,70",16010000,UN
"R$ 35.167.575,97",000075,LINGUICA TIPO CALABRESA PERDIGAO,Açougue,"-23,27","R$ 29,90",,Loja,PERDIGAO,"-R$ 695,77",16010000,KG
"R$ 35.167.575,97",000076,LINGUICA TIPO CALABRESA SADIA,Açougue,"-429,50","R$ 29,90",,Loja,SADIA,"-R$ 12.842,05",16010000,KG
"R$ 35.167.575,97",M2110-1,LINGUICA TOSCANA,Açougue,"85,00","R$ 144,18",,Loja,AURORA,"R$ 12.255,30",16010000,UN
"R$ 35.167.575,97",M2121-1,LINGUICA TOSCANA,Açougue,"-1,00","R$ 26,90",,Loja,SADIA,"-R$ 26,90",16010000,UN
"R$ 35.167.575,97",M2123-1,LINGUICA TOSCANA,Açougue,"41,00","R$ 26,00",,Loja,SADIA,"R$ 1.066,00",16010000,UN
"R$ 35.167.575,97",7891164004842,LINGUICA TOSCANA  AURORA 700G,Açougue,"0,00","R$ 25,90",,Loja,AURORA,"R$ 0,00",16010000,UN
"R$ 35.167.575,97",M2644-1,LINGUICA TOSCANA AURORA,Açougue,"50,00","R$ 26,99",,Loja,AURORA,"R$ 1.349,25",16010000,UN
"R$ 35.167.575,97",000077,LINGUICA TOSCANA SADIA,Açougue,"-1031,11","R$ 25,90",,Loja,.,"-R$ 26.705,75",16010000,KG
"R$ 35.167.575,97",M2598-1,LINGUICA TOSCANA SADIA,Açougue,"165,00","R$ 25,90",,Loja,SADIA,"R$ 4.273,50",16010000,UN
"R$ 35.167.575,97",000073,LINGUICA TOSCANA SEARA,Açougue,"-100,64","R$ 24,90",,Loja,SEARA,"-R$ 2.505,94",16010000,KG
"R$ 35.167.575,97",000129,LOMBO SUINO COM OSSO,Açougue,"0,00","R$ 24,90",,Loja,.,"R$ 0,00",02032900,KG
"R$ 35.167.575,97",000130,LOMBO SUINO SEM OSSO,Açougue,"-80,26","R$ 18,90",,Loja,.,"-R$ 1.516,91",02032900,KG
"R$ 35.167.575,97",000030,MAMINHA,Açougue,"-110,48","R$ 63,90",,Loja,.,"-R$ 7.059,67",02013000,KG
"R$ 35.167.575,97",M2808-1,MAMINHA,Açougue,"1,00","R$ 63,90",,Loja,PERDIGAO,"R$ 63,90",02013000,UN
"R$ 35.167.575,97",000131,MASCARA SUINA SALGADA,Açougue,"-41,87","R$ 15,00",,Loja,.,"-R$ 628,05",02064900,KG
"R$ 35.167.575,97",M2777-1,MAX AVELA 75G,Açougue,"1,00","R$ 14,50",,Loja,JUNDIA,"R$ 14,50",21050010,UN
"R$ 35.167.575,97",M2776-1,MAX PISTACHE 275G,Açougue,"0,00","R$ 15,90",,Loja,JUNDIA,"R$ 0,00",21050010,UN
"R$ 35.167.575,97",618341078338,MEDALHAO DE ABOBRINHA COM MANDIOCA,Açougue,"-13,00","R$ 36,90",,Loja,EMPORIO CAIPIRA,"-R$ 479,70",21069090,UN
"R$ 35.167.575,97",000104,MEDALHAO DE FRANGO,Açougue,"-212,66","R$ 42,90",,Loja,.,"-R$ 9.123,11",02071413,KG
"R$ 35.167.575,97",M1475-1,MEDALHAO DE FRANGO NO ESPETO 500G,Açougue,"-4,00","R$ 29,99",,Loja,COMPADRE,"-R$ 119,96",16023210,UN
"R$ 35.167.575,97",M1476-1,MEDALHAO DE FRANGO PORCIONADO 500 GR,Açougue,"-2,00","R$ 29,99",,Loja,.,"-R$ 59,98",16023210,UN
"R$ 35.167.575,97",M1435-1,MEDALHAO DE MANDIOCA COM COSTELA PCT,Açougue,"-23,00","R$ 42,90",,Loja,EMPORIO CAIPIRA,"-R$ 986,70",02071413,UN
"R$ 35.167.575,97",M1437-1,MEDALHAO DE MANDIOCA COM GORGONZOLA PCT,Açougue,"-20,00","R$ 42,90",,Loja,EMPORIO CAIPIRA,"-R$ 858,00",02071413,UN
"R$ 35.167.575,97",M1436-1,MEDALHAO DE MANDIOCA COM QUATRO QUEIJOS PCT,Açougue,"0,00","R$ 35,99",,Loja,EMPORIO CAIPIRA,"R$ 0,00",02071413,UN
"R$ 35.167.575,97",M1434-1,MEDALHAO DE MANDIOCA TRADICIONAL,Açougue,"-24,00","R$ 36,90",,Loja,EMPORIO CAIPIRA,"-R$ 885,60",02071413,UN
"R$ 35.167.575,97",M1433-1,"MEDALHÃO DE MANDIOCACOM RUCULA ,TOMATE SECO E QUEIJO COALHO PCT",Açougue,"-19,00","R$ 42,90",,Loja,EMPORIO CAIPIRA,"-R$ 815,10",02071413,UN
"R$ 35.167.575,97",618341078222,MEDALHÃO DE QUEIJO COALHO,Açougue,"-17,00","R$ 48,90",,Loja,EMPORIO CAIPIRA,"-R$ 831,30",02071413,UN
"R$ 35.167.575,97",M2219-1,MEDALHAO FRANGO COM BACON,Açougue,"74,00","R$ 42,90",,Loja,ASTRAPLUS,"R$ 3.174,60",16023900,UN
"R$ 35.167.575,97",M2213-1,MEIA CARCAÇA,Açougue,"153,00","R$ 19,90",,Loja,COWPIG,"R$ 3.044,70",02031100,UN
"R$ 35.167.575,97",M2117-1,MEIA CARCACA SUINA,Açougue,"870,00","R$ 14,54",,Loja,FUTURA,"R$ 12.645,45",02031100,UN
"R$ 35.167.575,97",M1272-1,MEIA CARCACA SUINA,Açougue,"0,00","R$ 19,90",,Loja,FUTURA GERAÇAO ,"R$ 0,00",02031100,UN
"R$ 35.167.575,97",M2523-1,MEIO DA ASA,Açougue,"10,00","R$ 29,90",,Loja,ADORO,"R$ 299,00",02071413,UN
"R$ 35.167.575,97",M2498-1,MEIO DA ASA,Açougue,"700,00","R$ 28,50",,Loja,CANÇÃO,"R$ 19.950,00",02071413,UN
"R$ 35.167.575,97",M2600-1,MEIO PEITO FRANGO,Açougue,"160,00","R$ 19,43",,Loja,SEM LIMITES ,"R$ 3.108,00",02071422,UN
"R$ 35.167.575,97",M2839-1,MEIO PEITO SEM FILEZINHO SEM PELE,Açougue,"13,00","R$ 23,90",,Loja,AURORA,"R$ 310,70",02071422,UN
"R$ 35.167.575,97",000132,MIGNON SUINO,Açougue,"-18,90","R$ 30,00",,Loja,.,"-R$ 567,00",02032900,KG
"R$ 35.167.575,97",7893000674073,MINI LASANHA 4 QUEIJOS 350G,Açougue,"0,00","R$ 13,90",,Loja,SADIA,"R$ 0,00",19022000,UN
"R$ 35.167.575,97",M2472-1,MIOLO ALCATRA,Açougue,"72,00","R$ 58,50",,Loja,JA,"R$ 4.212,00",02013000,UN
"R$ 35.167.575,97",000046,MIOLO DA PALETA,Açougue,"-22,40","R$ 45,90",,Loja,.,"-R$ 1.028,16",02013000,KG
