TextBox1,aTSV_MerchandiseCustomCodeDataTextBox,aTSV_MerchandiseDescriptionDataTextBox,aTSV_BrandDescriptionDataTextBox,aTNU_SaleQuantityDataTextBox,TextBox3
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1261-1,SMAC ARGOLAO DOCE 80G,.,30,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M867-1,SKOL 269 ML,SKOL,334,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7896072911145,SIDRA CERESER 600ML,CERESER,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000043,SHORT RIB,.,"0,904",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2095-1,SHAPOO SEDA PREBIOTIC 2% 300ML,SEDA,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M979-1,SHAPOO SEDA LISO PERFEITO 325ML,SEDA,5,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2093-1,SHAPOO SEDA GLYCOOL 300ML,SEDA,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M976-1,SHAPOO SEDA BRILHO CERAMIDOS 325ML,SEDA,7,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1780-1,SHAPOO DOVE 350ML CONDICIONADOR DOVE 150 ML,DOVE,4,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2628-1,SHAPOO DOVE 190ML NUTRICAO+TRI-OLEOS,DOVE,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7898422746216,SHAPOO ANTICASPA LIMPEZA E MACIEZ 200ML,CLEAR,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7891150019508,SHAPOO ANTICASPA 200ML,CLEAR,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2681-1,SHAPO POMPOM 200ML,POMPOM,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M974-1,SHAMPOO SEDA 300ML + CONDICIONADOR 190ML CACHOS DEFINIDOS,SEDA,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M319-1,SHAMPOO SEDA 300ML + COND 190ML TOQUE SEDA AMINO SILK,SEDA,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M317-1,SHAMPOO SEDA 300ML + COND 190ML LISO PERFEITO,SEDA,4,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M316-1,SHAMPOO SEDA 300ML + COND 190ML CERAMIDAS,SEDA,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1207-1,SHAMPOO POMPOM SUAVE 200ML,POMPOM,3,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2102-1,SHAMPOO DOVE UV REPAIR 190ML,DOVE,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M315-1,SHAMPOO DOVE 200ML RECONSTRUCAO COMPLETA,DOVE,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1204-1,SHAMPOO CLEAR MEN ANTICASPA 200ML,CLEAR,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M689-1,SHAMPOO 300ML COLAGENO-VITAMINA C *,SEDA,3,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2745-1,SENSACOES PREMIUM SABOR FRANGO GRELHADO 70G,LAYS,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1046-1,SENSACOES FRANGO GRELHADO 40G,PEPSICO,3,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M205-1,SELETA DE LEGUMES PREDILECTA 170G,PREDILECTA,34,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1662-1,SCHWEPPES CITRUS 350ML,SCHWEPPES,7,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7894900180541,"SCHWEPPES CITRUS 1,5L",COCA COLA FEMSA,14,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2346-1,"SCHW CITRUS SA PET 1,5L",.,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1673-1,SARDINHAS COM MOLHO DE TOMATE 120G,COQUEIRO,25,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7898943163028,SARDINHA ROBIN CRUSOE 125G TOMATE,SUPREME,9,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1672-1,SARDINHA COM OLEO 125G,COQUEIRO,49,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M339-1,SANDALIA HAVAIANAS TRADICIONAL AZUL 39/40,HAVAIANAS,4,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M340-1,SANDALIA HAVAIANAS TRACK GO PRETO 41/42,HAVAIANAS,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M341-1,SANDALIA HAVAIANAS TRACK GO PRETO 39/40,HAVAIANAS,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2290-1,SANDALIA HAVAIANAS TOP ROSA FLUX 39/40,HAVAIANAS,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7893249648064,SANDALIA HAVAIANAS TOP ROSA 35/36,HAVAIANAS,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M377-1,SANDALIA HAVAIANAS TOP PRETO 45/46,HAVAIANAS,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M378-1,SANDALIA HAVAIANAS TOP PRETO 43/44,HAVAIANAS,4,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M379-1,SANDALIA HAVAIANAS TOP PRETO 41/42,HAVAIANAS,7,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M381-1,SANDALIA HAVAIANAS TOP PRETO 37/38,HAVAIANAS,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M380-1,SANDALIA HAVAIANAS TOP PRETO,HAVAIANAS,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2291-1,SANDALIA HAVAIANAS TOP MARINHO 37/38,HAVAIANAS,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M382-1,SANDALIA HAVAIANAS TOP BRANCO 41/42,HAVAIANAS,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M383-1,SANDALIA HAVAIANAS TOP BRANCO 39/40,HAVAIANAS,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M384-1,SANDALIA HAVAIANAS TOP BRANCO 37/38,HAVAIANAS,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2426-1,SANDALIA HAVAIANAS TOP BRANCO 35/36,HAVAIANAS,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M890-1,SANDALIA HAVAIANAS TOP BASIC BRANCA 39/40,HAVAIANAS,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M385-1,SANDALIA HAVAIANAS TOP AZUL NAVAL 39/40,HAVAINAS,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M884-1,SANDALIA HAVAIANAS TOP AZUL NAVAL 37-38,HAVAIANAS,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M327-1,SANDALIA HAVAIANAS TOP AMARELO 37/38,HAVAIANAS,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M350-1,SANDALIA HAVAIANAS SLIM ROSA CHIFFON 35/36,HAVAIANAS,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M354-1,SANDALIA HAVAIANAS COLOR ESSENTIAL MARINHO 39/40,HAVAIANAS,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7895265700344,SANDALIA HAVAIANAS BRASIL PRETO 37/38,HAVAIANAS,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7895265700337,SANDALIA HAVAIANAS BRASIL PRETO 35/36,HAVAIANAS,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7895265145336,SANDALIA HAVAIANAS BRASIL BRANCA 43/44,HAVAIANAS,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2288-1,SANDALIA HAVAIANAS BRASIL BRANCA 33/34,HAVAIANAS,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M360-1,SANDALIA HAVAIANAS ALOHA BRANCO/VERDE 39/40,HAVAINAS,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1392-1,SANDALIA HAVAIANA TRADICIONAL 41/42,HAVAIANA,3,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7891266524248,SAND HAVAIANAS TOP VERMELHO 37/38,HAVAIANAS,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7893249648071,SAND HAVAIANAS TOP ROSA FLUX 37/38,HAVAIANAS,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2283-1,SAND HAVAIANAS TOP BASIC BCO/AZ N 37/38 UN-1UN QTD. 1.00 UN,.,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1803-1,SAND HAVAIANAS SLIM ROSA GUM METAL 37/38 UN-1UN QTD. 2.00 UN,HAVAIANAS,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2767-1,SAND HAVAIANAS SLIM DISNEY BC/PRE 37/38,HAVAIANAS,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2769-1,SAND HAVAIANAS SLIM BRANCA 37/38,HAVAIANAS,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1793-1,SAND HAVAIANAS KIDS SLIM PRIN.RO N 31/32,HAVAIANAS,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1796-1,SAND HAVAIANAS KIDS SLIM PRIN.AZUL 31/32 UN-1UN QTD. 1.00 UN,HAVAIANAS,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1799-1,SAND HAVAIANAS KIDS FLORES ROSA/CO 29/30 UN-1UN QTD. 1.00 UN,HAVAIANAS,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1800-1,SAND HAVAIANAS KIDS ATHLETIC BC/AZ 31/32 UN,HAVAIANAS,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1801-1,SAND HAVAIANAS KIDS ATHLETIC BC/AZ 29/30 UN-1UN QTD. 1.00 UN,HAVAIANAS,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1804-1,SAND HAVAIANAS KIDS ATHLETIC BC/AZ 27/28 UN-1UN QTD. 1.00 UN,HAVAIANAS,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1802-1,SAND HAVAIANAS KIDS ATHLETIC BC/AZ 25/26 UN-1UN QTD. 1.00 UN,HAVAIANAS,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2773-1,SAND HAVAIANAS DUAL BRANCA MARINHO 43/44,HAVAIANAS,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1807-1,SAND HAVAIANAS BRASIL PRETO 41/42 UN-1UN QTD. 3.00 UN,HAVAIANAS,3,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7895265700320,SAND HAVAIANAS BRASIL PRETO 33/34,HAVAIANAS,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,11111,SALSINHA - HORTIFRUT,HORTFRUT,40,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000082,SALSICHA HOT DOG PERDIGAO,PERDIGAO,"4,022",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000083,SALSICHA HOT DOG CONG,SADIA,"171,295",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1239-1,SALSICHA AURORA 500G,AURORA,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000081,SALSICHA  SEARA,.,"97,089",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M427-1,SALGADO BACON 80G,CRISTAL,91,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7896002311755,SALGADINHO TAKIS XPLOSION 56G,PEDIGRE,6,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7896002311762,SALGADINHO TAKIS HOT CHILLI 56G,TNT,5,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1503-1,SALGADINHO FOFURA REQUEIJAO 60G,FOFURA,42,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1504-1,SALGADINHO FOFURA QUEIJO 60G,FOFURA,31,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M283-1,SALGADINHO FOFURA 60G PRESUNTO,FOFURA,40,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M32-1,SALGADINHO FOFURA 60G CHURRASCO,FOFURA,52,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M31-1,SALGADINHO FOFURA 60G CEBOLA,FOFURA,40,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M970-1,SALAME SUINO NOBRE,NOBRE,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M969-1,SALAME NOBRE,NOBRE,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7894904555659,SALAME ITALIANO FATIADO SEARA GOURME,SEARA,68,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7893000124912,SALAME ITALIANO,SADIA,10,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,006090,SALAME,.,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2670-1,SAL ROSA DO HIMALAIA FINO IODADO POUCH 250G - 01UNX250G - 44590,.,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2669-1,SAL PARRILLA BR SPICES CLASSICO 500G,.,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2668-1,SAL MARINHO FINO INTEGRAL POUCH 500G - 01UNX500G - 44781,.,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M10-1,SAL LEBRE 1KG REFINADO,Lebre,54,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M214-1,SAL LEBRE 1KG GROSSO PARA CHURRASCO,Lebre,48,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M640-1,SAL GROSSO TRADICIONAL 500G,.,12,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M639-1,SAL GROSSO TEMPERADO 500G,.,12,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M635-1,SAL GROSSO COM ERVAS FINAS 500G,.,11,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M636-1,SAL GROSSO COM CHIMICHURRI 500G,.,11,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M637-1,SAL GROSSO COM ALHO 500G,.,9,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2837-1,SAL DE PARRILLA LEMON PEPPER 240g,ALCIMO ,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M579-1,SAL DE PARRILHA PIMENTA CALABRESA ALEMAO,.,5,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M577-1,SAL DE PARRILHA COM ALHO,.,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M576-1,SAL DE PARRILHA CHIMICHURRI ALEMAO,.,3,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1214-1,SACO LIXO PRETAO 59X62CM - 30L - 10UND,PRETAO,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2463-1,SACO LIXO PRETAO 50L COM 10,SACO,14,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1215-1,SACO LIXO PRETAO 39X58CM - 15L - 20UND,PRETAO,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M274-1,SACO LIXO LEVA LIXO 30L PRETO COM 10,LEVA LIXO,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M273-1,SACO LIXO LEVA LIXO 100L PRETO COM 5,LEVA LIXO,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7891150059856,SABONETE LUX FLOR DE VERBENA,LUX,3,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1319-1,SABONETE LUX 85G ORQUIDEA NEGRA,LUX,33,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2749-1,SABONETE LUX 85G LIRIO AZUL,LUX,7,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M313-1,SABONETE LUX 85G LAVANDA,LUX,20,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M312-1,SABONETE LUX 85G FLOR LOTUS,LUX,15,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M311-1,SABONETE LUX 85G BUQUE JASMIN,LUX,19,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7891176117479,SABONETE FRUTAS VERMELHA 85G,FRANCIS,10,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2312-1,SABONETE FRANCIS 85G INTENSO LILAS,FRANCIS,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1523-1,SABONETE FRANCIS 85G INTENSO AZUL,FRANCIS,16,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M310-1,SABONETE DOVE 90G - BRANCO ORIGINAL,DOVE,21,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M688-1,SABONETE 85G ORQUIDEA NEGRA,LUX,3,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M687-1,SABONETE 85G BUQUE JASMIM,LUX,4,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M668-1,SABON INTENSO BRANCO 85G,FRANCIS,29,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2631-1,SABON FRANCIS 90G CLASS ROSA CEREJEIRA,FRANCIS,13,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M248-1,SABON FRANCIS 90G CLASS BRANCO,FRANCIS,13,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2475-1,SABON ALBANY GELATO PISTACHE 80g,ALABANY,6,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2476-1,SABON ALBANY GELATO MELANCIA 80G,ALBANY,6,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M608-1,SABAO PO TIXAN 800G PRIMAVERA VERAO,TIXAN,46,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2646-1,SABAO PO OMO 800G CX,OMO,5,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7908324402681,SABAO PO ASSIM 800G CX TRIPLACAO BICARBO,POEME,16,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M262-1,SABAO PED YPE 160G NEUTRO UNITARIO,Ype,85,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1221-1,SABAO EM PO TIXAN 400G,TIXAN,15,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1314-1,SABAO EM PÓ SURF 5 EM 1 800G,SURF,18,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M746-1,SABAO DE COCO 200G,INDAIA,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1038-1,RUFFLES SAL 68G,PEPSICO,20,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1985-1,RUFFLES SAL 32G,ruffles,3,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1033-1,RUFFLES SAL 115G,PEPSICO,12,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1040-1,RUFFLES CHURRASCO 68G,PEPSICO,12,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1659-1,RUFFLES CHURRASCO 115G,PEPSICO,6,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1822-1,RUFFLES CEBOLA E SALSA 32G,ruffles,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1658-1,RUFFLES CEBOLA E SALSA 115G,PEPSICO,5,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1039-1,RUFFLES CEB E SALSA 68G,PEPSICO,22,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1984-1,RUFFLES CEB E SALSA 32G,ruffles,7,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,071,RUCULA,.,47,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M758-1,ROLO PVC FILM 15M,BRICOFLEX,9,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M271-1,RODO VAI VEM NOVICA 39CM PLUS,NOVICA,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7898221760017,RODO LAVA VIDRO,CLAMINA,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2468-1,RODO LAVA PISO,CLAMINA,4,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7896615000541,RODO CLAMINA,CLAMINA,4,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2180-1,REXONA XTRACOOL VINI JR 89G,REXONA,3,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1681-1,REXONA POWDER DRY 50ML,REXONA,3,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2150-1,REXONA POWDER DRY 150ML,REXONA,4,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2179-1,REXONA COTTON DRY 72H,REXONA,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7791293032467,REXONA COTTON DRY  150ML,REXONA,4,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,78929395,REXONA CONTROLE INTELIGENTE 50ML,REXONA,3,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2149-1,REXONA BAMBOO FIFA 150ML,REXONA,2,Todos
